id,iess_code,job_worker,ocupational_structure,detail_job,wage
ec_1709630100005,1709630100005,,E2,CAJA O JABA DE HASTA 17 KILOS (NOCTURNO),0.0382
ec_1709630100006,1709630100006,,E2,CAJA O JABA DE HASTA 23 KILOS (NOCTURNO),0.0603
ec_1709630100013,1709630100013,7.- POR LA ESTIBA Y/O DESESTIBA DE CADA CAJA AL GRANEL CONTENIENDO BANANO DESDE LOS CAMIONES AL CONTENEDOR UBICADO EN EL RECINTO PORTUARIO ASI COMO EL TRASBORDO DE CARRO A CARRO DE CONFORMIDAD CON LA SIGUIENTE ESCALA,E2,CAJA O JABA DE HASTA 13 KILOS (DIURNO),0.0194
ec_1709630100014,1709630100014,,E2,CAJA O JABA DE HASTA 17 KILOS (DIURNO),0.0251
ec_1709630100015,1709630100015,,E2,CAJA O JABA DE HASTA 23 KILOS (DIURNO),0.0336
ec_1709630100016,1709630100016,,E2,CAJA O JABA DE HASTA 13 KILOS (NOCTURNO),0.0243
ec_1709630100017,1709630100017,,E2,CAJA O JABA DE HASTA 17 KILOS (NOCTURNO),0.0312
ec_1709630100018,1709630100018,,E2,CAJA O JABA DE HASTA 23 KILOS (NOCTURNO),0.042
ec_1709630100019,1709630100019,8.- POR CADA CAJA CONTENIENDO BANANOS QUE SE EMBARQUE O DESEMBARQUE MEDIANTE EL USO DEL PALET QUE VENGA TOTALMENTE ARMADO Y QUE SE DESARME EN LA BODEGA DEL BUQUE HASTA LA ESTIBA DEFINITIVA DE LAS CAJAS DE CONFORMIDAD CON LA SIGUIENTE ESCALA,E2,CAJA O JABA DE HASTA 13 KILOS (DIURNO),0.0235
ec_1709630100020,1709630100020,,E2,CAJA O JABA DE HASTA 17 KILOS (DIURNO),0.032
ec_1709630100021,1709630100021,,E2,CAJA O JABA DE HASTA 23 KILOS (DIURNO),0.0424
ec_1709630100022,1709630100022,,E2,CAJA O JABA DE HASTA 13 KILOS (NOCTURNO),0.2929
ec_1709630100023,1709630100023,,E2,CAJA O JABA DE HASTA 17 KILOS (NOCTURNO),0.0401
ec_1709630100024,1709630100024,,E2,CAJA O JABA DE HASTA 23 KILOS (NOCTURNO),0.053
ec_1709630100025,1709630100025,9.- POR EL EMBARQUE O DESEMBARQUE DE CADA CAJA CONTENIENDO BANANOS MEDIANTE EL USO DEL PALET QUE VENGA TOTALMENTE ARMADO Y QUE ASÍ MISMO ARMADO SE VAYA ESTIBANDO EN LA BODEGA DEL BUQUE DE CONFORMIDAD CON LA SIGUIENTE ESCALA,E2,CAJA O JABA DE HASTA 13 KILOS (DIURNO),0.0183
ec_1709630100026,1709630100026,,E2,CAJA O JABA DE HASTA 17 KILOS (DIURNO),0.0235
ec_1709630100027,1709630100027,,E2,CAJA O JABA DE HASTA 23 KILOS (DIURNO),0.032
ec_1709630100028,1709630100028,,E2,CAJA O JABA DE HASTA 13 KILOS (NOCTURNO),0.0228
ec_1709630100029,1709630100029,,E2,CAJA O JABA DE HASTA 17 KILOS (NOCTURNO),0.0293
ec_1709630100030,1709630100030,,E2,CAJA O JABA DE HASTA 23 KILOS (NOCTURNO),0.0401
ec_1709630100031,1709630100031,10.- POR CADA CAJA CONTENIENDO BANANOS QUE SE EMBARQUE O DESEMBARQUE MEDIANTE EL USO DEL PALET QUE SE MOVILIZA PARA QUE SE ARME AMARRE ENMALLE Y ENSUNCHE EN LA BODEGA DE AUTORIDAD PORTUARIA O EN CUALQUIER OTRO LUGAR DEL RECINTO PORTUARIO DE CONFORMIDAD CON LA SIGUIENTE ESCALA,E2,CAJA O JABA DE HASTA 13 KILOS (DIURNO),0.0382
ec_1709630100032,1709630100032,,E2,CAJA O JABA DE HASTA 17 KILOS (DIURNO),0.0504
ec_1709630100033,1709630100033,,E2,CAJA O JABA DE HASTA 23 KILOS (DIURNO),0.0679
ec_1709630100034,1709630100034,,E2,CAJA O JABA DE HASTA 13 KILOS (NOCTURNO),0.0477
ec_1709630100035,1709630100035,,E2,CAJA O JABA DE HASTA 17 KILOS (NOCTURNO),0.0631
ec_1709630100036,1709630100036,,E2,CAJA O JABA DE HASTA 23 KILOS (NOCTURNO),0.0849
ec_1709630100037,1709630100037,11.- POR CADA CAJA CONTENIENDO BANANOS QUE SE EMBARQUE O DESEMBARQUE DESDE LOS CAMIONES O DESDE LA PLATAFORMA AL PALET SIN ARMAR Y SIN AMARRAR EN LA BODEGA DE LOS BUQUES HASTA LA ESTIBA DEFINITIVA DE LAS CAJAS SUELTAS DE CONFORMIDAD CON LA SIGUIENTE ESCALA,E2,CAJA O JABA DE HASTA 13 KILOS (DIURNO),0.0458
ec_1709630100038,1709630100038,,E2,CAJA O JABA DE HASTA 17 KILOS (DIURNO),0.0598
ec_1709630100039,1709630100039,,E2,CAJA O JABA DE HASTA 23 KILOS (DIURNO),0.0814
ec_1709630100040,1709630100040,,E2,CAJA O JABA DE HASTA 13 KILOS (NOCTURNO),0.0574
ec_1709630100041,1709630100041,,E2,CAJA O JABA DE HASTA 17 KILOS (NOCTURNO),0.0749
ec_1709630100042,1709630100042,,E2,CAJA O JABA DE HASTA 23 KILOS (NOCTURNO),0.1016
ec_1709630100043,1709630100043,13.- POR LA LABOR COMPLETA DE SUBIR Y BAJAR CADA CONTENEDOR A LOS BUQUES REFRIGERADOS DE ALTO BORDO O DESDE LOS BUQUES REFRIGERADOS DE ALTO BORDO Y QUE CONTENGAN CAJAS DE BANANOS O QUE SE UTILICEN PARA EL EMBARQUE DE BANANO POR CADA CAJA DE BANANOS DE CONFORMIDAD CON LA SIGUIENTE ESCALA,E2,CAJA O JABA DE HASTA 13 KILOS (DIURNO),0.0091
ec_1709630100044,1709630100044,,E2,CAJA O JABA DE HASTA 17 KILOS (DIURNO),0.0107
ec_1709630100045,1709630100045,,E2,CAJA O JABA DE HASTA 23 KILOS (DIURNO),0.0141
ec_1709630100046,1709630100046,,E2,CAJA O JABA DE HASTA 13 KILOS (NOCTURNO),0.0115
ec_1709630100047,1709630100047,,E2,CAJA O JABA DE HASTA 17 KILOS (NOCTURNO),0.0136
ec_1709630100048,1709630100048,,E2,CAJA O JABA DE HASTA 23 KILOS (NOCTURNO),0.0179
ec_1709630100049,1709630100049,14.- POR EL TRABAJO DE AMARRE DE CADA PALET  ESTO ES COLOCACIÓN DE ESQUINEROS CINTAS SUNCHOS GRAPAS Y CUALQUIER OTRO IMPLEMENTO QUE SEA NECESARIO PARA LA DEBIDA CONSISTENCIA DEL PALET SEA EN EL MUELLE O  EN LA BODEGA  DE CONFORMIDAD  CON LA SIGUIENTE ESCALA,E2,CAJA O JABA DE HASTA 13 KILOS (DIURNO),0.0091
ec_1709630100050,1709630100050,,E2,CAJA O JABA DE HASTA 17 KILOS (DIURNO),0.0107
ec_1709630100051,1709630100051,,E2,CAJA O JABA DE HASTA 23 KILOS (DIURNO),0.0141
ec_1709630100052,1709630100052,,E2,CAJA O JABA DE HASTA 13 KILOS (NOCTURNO),0.0115
ec_1709630100053,1709630100053,,E2,CAJA O JABA DE HASTA 17 KILOS (NOCTURNO),0.0136
ec_1709630100054,1709630100054,,E2,CAJA O JABA DE HASTA 23 KILOS (NOCTURNO),0.0179
ec_1709630100055,1709630100055,20.- POR LA REESTIBA Y MOVILIZACIÓN DE CADA CAJA EN EL VAPOR SEGÚN LA SIGUIENTE ESCALA,E2,CAJA O JABA DE HASTA 13 KILOS (DIURNO),0.0168
ec_1709630100056,1709630100056,,E2,CAJA O JABA DE HASTA 17 KILOS (DIURNO),0.022
ec_1709630100057,1709630100057,,E2,CAJA O JABA DE HASTA 23 KILOS (DIURNO),0.0301
ec_1709630100058,1709630100058,,E2,CAJA O JABA DE HASTA 13 KILOS (NOCTURNO),0.021
ec_1709630100059,1709630100059,,E2,CAJA O JABA DE HASTA 17 KILOS (NOCTURNO),0.0275
ec_1709630100060,1709630100060,,E2,CAJA O JABA DE HASTA 23 KILOS (NOCTURNO),0.0376
ec_504154109048,504154109048,JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA,B1,ELABORACIÓN DE PROD. DE PANADERÍA Y PASTELERÍA,482.61
ec_504154109049,504154109049,JEFE DE DPTOS. TÉCNICOS PROPIOS DE LA INDUSTRIA,B1,ELABORACIÓN DE PROD. DE PANADERÍA Y PASTELERÍA,482.61
ec_520000000050,520000000050,SUPERVISORES TÉCNICOS DE CONTROL DE CALIDAD LABORATORIO MANTENIMIENTO PLANTA PRODUCCIÓN / PROCESOS Y DEMÁS SECCIONES PROPIAS DE LA INDUSTRIA,B2,ELABORACIÓN DE PROD. DE PANADERÍA Y PASTELERÍA,481.45
ec_504154109062,504154109062,MAESTRO PASTELERO / GALLETERO,C1,ELABORACIÓN DE PROD. DE PANADERÍA Y PASTELERÍA,478.94
ec_504154109056,504154109056,OPERADORES TÉCNICOS DE AMASADORA DIVISORA MOLDEADORA REBANADORA ENFUNDADORA Y DEMÁS EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,ELABORACIÓN DE PROD. DE PANADERÍA Y PASTELERÍA,478.02
ec_504154109060,504154109060,PANADEROS DE MESA PASTELERO / GALLETERO DE MESA,C3,ELABORACIÓN DE PROD. DE PANADERÍA Y PASTELERÍA,477.09
ec_504154109061,504154109061,HORNERO PASTELERO / GALLETERO PANADERO,D2,ELABORACIÓN DE PROD. DE PANADERÍA Y PASTELERÍA,473.42
ec_504154109067,504154109067,SACADORES DE MASA CONTADORES DE PAN TABLEROS,E2,ELABORACIÓN DE PROD. DE PANADERÍA Y PASTELERÍA,468.83
ec_504154109072,504154109072,AYUDANTE DE PASTELERO / GALLETERO PANADERO,E2,ELABORACIÓN DE PROD. DE PANADERÍA Y PASTELERÍA,468.83
ec_520000000051,520000000051,AUXILIARES DE PROCESOS OPERATIVOS DE APOYO PROPIOS DE LA INDUSTRIA,E2,ELABORACIÓN DE PROD. DE PANADERÍA Y PASTELERÍA,468.83
ec_504152001075,504152001075,JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA,B1,ELABORACIÓN DE PRODUCTOS LÁCTEOS,482.61
ec_504152001076,504152001076,JEFE DE DPTOS. TÉCNICOS PROPIOS DE LA INDUSTRIA,B1,ELABORACIÓN DE PRODUCTOS LÁCTEOS,482.61
ec_504152001082,504152001082,JEFE DE SECCIONES MANTEQUILLA PASTEURIZACIÓN ENVASADORES FREEZER BARQUILLEROS PREPARACIÓN DE FRUTAS CÁMARA FRÍA Y DEMÁS SECCIONES PROPIAS DE LA INDUSTRIA,B2,ELABORACIÓN DE PRODUCTOS LÁCTEOS,481.45
ec_504152001083,504152001083,LABORATORISTA Y ANALISTA DE CONTROL DE CALIDAD,B3,ELABORACIÓN DE PRODUCTOS LÁCTEOS,480.32
ec_504152001084,504152001084,OPERADORES TÉCNICOS DE CONDENSADOR PULVERIZACIÓN MANTEQUILLA HELADO CLARIFICADOR DESNATADOR CALDERO ENVASADO PASTEURIZADOR Y DEMÁS EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,ELABORACIÓN DE PRODUCTOS LÁCTEOS,478.02
ec_504152001086,504152001086,ELECTRICISTA MECÁNICO TORNERO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,EN EL SECTOR DE LA ELABORACIÓN DE PRODUCTOS LÁCTEOS,478.02
ec_504152001089,504152001089,OPERARIO DE YOGURT / MANJARES,C3,ELABORACIÓN DE PRODUCTOS LÁCTEOS,477.09
ec_504152001092,504152001092,ASISTENTE DE LABORATORIO DE CONTROL DE CALIDAD Y DE PROCESOS,D2,ELABORACIÓN DE PRODUCTOS LÁCTEOS,473.42
ec_504152001095,504152001095,ELABORADOR DE QUESOS DECORADOR PREPARADOR DE MEZCLA DE HELADOS,D2,ELABORACIÓN DE PRODUCTOS LÁCTEOS,473.42
ec_504152001106,504152001106,AYUDANTES TÉCNICOS DE REPARACIÓN Y MANTENIMIENTO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,D2,EN EL SECTOR DE LA ELABORACIÓN DE PRODUCTOS LÁCTEOS,473.42
ec_504152001088,504152001088,PRENSISTA,E2,ELABORACIÓN DE PRODUCTOS LÁCTEOS,468.83
ec_504152001101,504152001101,AYUDANTES DE PULVERIZACIÓN ENVASADO HOJALATERO RECIBIDOR DE LECHE CÁMARA FRÍA PASTEURIZACIÓN PRENSISTA FREEZER PREPARACIÓN DE FRUTAS QUESERO BARQUILLERO Y DEMÁS SECCIONES PROPIAS DE LA INDUSTRIA,E2,ELABORACIÓN DE PRODUCTOS LÁCTEOS,468.83
ec_504152001110,504152001110,EMPACADOR DE MANTEQUILLA / QUESOS Y DEMÁS PRODUCTOS ESPECIALIZADOS,E2,ELABORACIÓN DE PRODUCTOS LÁCTEOS,468.83
ec_504155403118,504155403118,JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA,B1,ELABORACIÓN DE HIELO,482.61
ec_504155404119,504155404119,JEFE DE DPTOS. TÉCNICOS PROPIOS DE LA INDUSTRIA,B1,ELABORACIÓN DE HIELO,482.61
ec_520000000052,520000000052,JEFE DE SECCIONES TÉCNICAS PROPIOS DE LA INDUSTRIA,B2,ELABORACIÓN DE HIELO,481.45
ec_504155410125,504155410125,JEFE DE TURNO DE PLANTA,B2,EN EL SECTOR DE LA ELABORACIÓN DEL HIELO,481.45
ec_520000000053,520000000053,ELECTRICISTA MECÁNICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,ELABORACIÓN DE HIELO,478.02
ec_504155411126,504155411126,TÉCNICOS DE REPARACIÓN Y MANTENIMIENTO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,ELABORACIÓN DE HIELO,478.02
ec_504155415130,504155415130,OPERADORES TÉCNICOS DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,ELABORACIÓN DE HIELO,478.02
ec_504155418133,504155418133,TANQUEROS CUBITEROS - ENVASADORES DE HIELO EN FUNDAS,E2,ELABORACIÓN DE HIELO,468.83
ec_504151400177,504151400177,JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA,B1,ELABORACIÓN DE ACEITE ROJO CRUDO DE PALMA,482.61
ec_504151400178,504151400178,JEFE DE DPTOS. TÉCNICOS PROPIOS DE LA INDUSTRIA,B1,ELABORACIÓN DE ACEITE ROJO CRUDO DE PALMA,482.61
ec_510000000006,510000000006,SUPERVISORES TÉCNICOS DE CONTROL DE CALIDAD LABORATORIO MANTENIMIENTO PLANTA PRODUCCIÓN / PROCESOS Y DEMÁS SECCIONES PROPIAS DE LA INDUSTRIA,B2,ELABORACIÓN DE ACEITE ROJO CRUDO DE PALMA,481.45
ec_504151400184,504151400184,JEFE DE TURNO DE PLANTA,B2,EN EL SECTOR DE LA EXTRACCIÓN DE ACEITE ROJO CRUDO DE PALMA,481.45
ec_504151400185,504151400185,OPERADORES TÉCNICOS DE ESTERILIZACIÓN EXTRACCIÓN CLARIFICACIÓN CALDERO PALMISTERIA PLANTA ELÉCTRICA Y DEMÁS EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,ELABORACIÓN DE ACEITE ROJO CRUDO DE PALMA,478.02
ec_520000000054,520000000054,AYUDANTE DE SECCIONES PROPIAS DE LA INDUSTRIA,D2,ELABORACIÓN DE ACEITE ROJO CRUDO DE PALMA,473.42
ec_504151400188,504151400188,TRABAJADORES DE PRODUCCIÓN RECEPCIÓN DE FRUTO CABRESTANTES FLORENTINOS CONTROL FITOSANITARIO / LIMPIEZA Y DEMÁS LABORES PROPIAS DE LA INDUSTRIA,E2,ELABORACIÓN DE ACEITE ROJO CRUDO DE PALMA,468.83
ec_504154401189,504154401189,JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA,B1,ELABORACIÓN DE FIDEOS MACARRONES Y OTROS PRODUCTOS SECOS,482.61
ec_504154401190,504154401190,JEFE DE DPTOS. TÉCNICOS PROPIOS DE LA INDUSTRIA,B1,ELABORACIÓN DE FIDEOS MACARRONES Y OTROS PRODUCTOS SECOS,482.61
ec_520000000055,520000000055,SUPERVISORES TÉCNICOS DE CONTROL DE CALIDAD LABORATORIO MANTENIMIENTO PLANTA PRODUCCIÓN / PROCESOS Y DEMÁS SECCIONES PROPIAS DE LA INDUSTRIA,B3,ELABORACIÓN DE FIDEOS MACARRONES Y OTROS PRODUCTOS SECOS,480.32
ec_504154401196,504154401196,OPERADORES TÉCNICOS DE MÁQUINA MOLDEADOR DE ROSCAS FREIDOR HORNERO CÁMARAS DE SECADO MAQUINISTA ALTERNO EMPAQUETADOR DE ROSCAS PREPARADOR DE MASAS Y DEMÁS EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,ELABORACIÓN DE FIDEOS MACARRONES Y OTROS PRODUCTOS SECOS,478.02
ec_520000000056,520000000056,AUXILIARES DE PROCESOS OPERATIVOS DE APOYO PROPIOS DE LA INDUSTRIA,E2,ELABORACIÓN DE FIDEOS MACARRONES Y OTROS PRODUCTOS SECOS,468.83
ec_504151101202,504151101202,JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA,B1,FAENAMIENTO AVÍCOLA,482.61
ec_504151101203,504151101203,JEFE DE DPTOS. TÉCNICOS PROPIOS DE LA INDUSTRIA,B1,FAENAMIENTO AVÍCOLA,482.61
ec_520000000057,520000000057,SUPERVISORES TÉCNICOS DE CONTROL DE CALIDAD LABORATORIO MANTENIMIENTO PLANTA PRODUCCIÓN / PROCESOS Y DEMÁS SECCIONES PROPIAS DE LA INDUSTRIA,B2,FAENAMIENTO AVÍCOLA,481.45
ec_520000000058,520000000058,SUPERVISOR OPERATIVO PROPIO DE LA INDUSTRIA,B3,FAENAMIENTO AVÍCOLA,480.32
ec_504151101209,504151101209,ELECTRICISTA MECÁNICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,EN EL SECTOR DEL FAENAMIENTO AVÍCOLA,478.02
ec_504151101210,504151101210,OPERADORES TÉCNICOS DE HARINA AVIAR CALIDAD MONTACARGA Y DEMÁS EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,FAENAMIENTO AVÍCOLA,478.02
ec_520000000036,520000000036,AYUDANTES TÉCNICOS DE REPARACIÓN Y MANTENIMIENTO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,D2,EN EL SECTOR DEL FAENAMIENTO AVÍCOLA,473.42
ec_504151101219,504151101219,AUXILIARES DE MANTENIMIENTO CÁMARAS DE FRÍO Y DEMÁS PROCESOS OPERATIVOS DE APOYO PROPIOS DE LA INDUSTRIA,E2,FAENAMIENTO AVÍCOLA,468.83
ec_504151100221,504151100221,JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA,B1,FAENAMIENTO DE GANADO PREPARACIÓN Y CONSERVACIÓN DE CARNES,482.61
ec_504151100222,504151100222,JEFE DE DPTOS. TÉCNICOS PROPIOS DE LA INDUSTRIA,B1,FAENAMIENTO DE GANADO PREPARACIÓN Y CONSERVACIÓN DE CARNES,482.61
ec_520000000059,520000000059,SUPERVISORES TÉCNICOS DE CONTROL DE CALIDAD LABORATORIO MANTENIMIENTO PLANTA PRODUCCIÓN / PROCESOS Y DEMÁS SECCIONES PROPIAS DE LA INDUSTRIA,B3,FAENAMIENTO DE GANADO PREPARACIÓN Y CONSERVACIÓN DE CARNES,480.32
ec_520000000060,520000000060,ELECTRICISTA MECÁNICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,FAENAMIENTO DE GANADO PREPARACIÓN Y CONSERVACIÓN DE CARNES,478.02
ec_504151100228,504151100228,OPERADORES BÁSICOS DE SIERRA DIVIDIDOR DE RES Y DEMÁS EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C3,FAENAMIENTO DE GANADO PREPARACIÓN Y CONSERVACIÓN DE CARNES,477.09
ec_504151100231,504151100231,MACEROS COCINEROS DE PRODUCCIÓN,D2,FAENAMIENTO DE GANADO PREPARACIÓN Y CONSERVACIÓN DE CARNES,473.42
ec_504151100235,504151100235,AYUDANTE DE CÁMARA DE FRIGORÍFICO MANTENIMIENTO Y DEMÁS OPERACIONES DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,D2,FAENAMIENTO DE GANADO PREPARACIÓN Y CONSERVACIÓN DE CARNES,473.42
ec_504151100237,504151100237,CLASIFICADOR DE CARNES EMBUTIDOR,D2,FAENAMIENTO DE GANADO PREPARACIÓN Y CONSERVACIÓN DE CARNES,473.42
ec_504151100239,504151100239,PESADOR PESADOR DE FÓRMULAS,D2,FAENAMIENTO DE GANADO PREPARACIÓN Y CONSERVACIÓN DE CARNES,473.42
ec_504151100244,504151100244,CORTADOR FAENADOR / CARNICERO,D2,FAENAMIENTO DE GANADO PREPARACIÓN Y CONSERVACIÓN DE CARNES,473.42
ec_504151100245,504151100245,TRABAJADORES DE PRODUCCIÓN ATURDIDOR CORRALERO IZADOR LIMPIADOR DE VÍSCERAS DESGUESADOR INYECTOR PELADOR SANGRADOR DISTRIBUIDOR CLASIFICADOR Y DEMÁS LABORES PROPIOS DE LA INDUSTRIA,E2,FAENAMIENTO DE GANADO PREPARACIÓN Y CONSERVACIÓN DE CARNES,468.83
ec_511749500136,511749500136,JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA,B1,EN EL SECTOR DE INDUSTRIALIZACIÓN DE CAMARÓN (EMPACADORAS),482.61
ec_511749500137,511749500137,JEFE DE DPTOS. TÉCNICOS PROPIOS DE LA INDUSTRIA,B1,EN EL SECTOR DE INDUSTRIALIZACIÓN DE CAMARÓN (EMPACADORAS) PESCADO Y OTROS PRODUCTOS MARINOS Y ACUÍCOLAS,482.61
ec_511749500142,511749500142,SUPERVISORES TÉCNICOS DE CONTROL DE CALIDAD LABORATORIO MANTENIMIENTO PLANTA PRODUCCIÓN / PROCESOS Y DEMÁS SECCIONES PROPIAS DE LA INDUSTRIA,B2,EN EL SECTOR DE INDUSTRIALIZACIÓN DE CAMARÓN (EMPACADORAS) PESCADO Y OTROS PRODUCTOS MARINOS Y ACUÍCOLAS,481.46
ec_511749500145,511749500145,TÉCNICO DE REFRIGERACIÓN ELECTRICISTA / ELECTRÓNICO MECÁNICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C1,EN EL SECTOR DE INDUSTRIALIZACIÓN DE CAMARÓN (EMPACADORAS) PESCADO Y OTROS PRODUCTOS MARINOS Y ACUÍCOLAS,478.94
ec_520000000048,520000000048,ANALISTA LABORATORISTA INSPECTOR DE CALIDAD / PRODUCCIÓN Y DEMÁS SECCIONES PROPIAS DE LA INDUSTRIA,C2,EN EL SECTOR DE INDUSTRIALIZACIÓN DE CAMARÓN (EMPACADORAS) PESCADO Y OTROS PRODUCTOS MARINOS Y ACUÍCOLAS,478.02
ec_511749500147,511749500147,OPERADORES TÉCNICOS DE MÁQUINAS CLASIFICADORAS MONTACARGA Y DEMÁS EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,EN EL SECTOR DE INDUSTRIALIZACIÓN DE CAMARÓN (EMPACADORAS) PESCADO Y OTROS PRODUCTOS MARINOS Y ACUÍCOLAS,478.02
ec_511749500153,511749500153,TÉCNICOS DE REPARACIÓN Y MANTENIMIENTO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,EN EL SECTOR DE INDUSTRIALIZACIÓN DE CAMARÓN (EMPACADORAS),478.02
ec_511749500152,511749500152,COMPRADOR ESPECIALIZADO DE MATERIA PRIMA ,C2,EN EL SECTOR DE INDUSTRIALIZACIÓN DE CAMARÓN (EMPACADORAS) PESCADO Y OTROS PRODUCTOS MARINOS Y ACUÍCOLAS,478.02
ec_511749500158,511749500158,ASISTENTES / AYUDANTES TÉCNICOS DE PLANTA PRODUCCIÓN LABORATORIO REFRIGERACIÓN ELECTRICISTA / ELECTRÓNICO MECÁNICO SOLDADOR TORNERO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,D2,EN EL SECTOR DE INDUSTRIALIZACIÓN DE CAMARÓN (EMPACADORAS) PESCADO Y OTROS PRODUCTOS MARINOS Y ACUÍCOLAS,473.43
ec_511749500173,511749500173,TRABAJADORES DE PRODUCCIÓN PESADORES DE CAJAS ANOTADORES Y ESTIBADORES DE CAJAS PARA CONGELACIÓN TOLVERO CLASIFICACIÓN GLASEADORAS DE CAJAS ESCURRIDORAS DE CAJAS CAJETERAS (PROPORCIONADORAS DE CAJAS) EMPAQUETAMIENTO DE CAMARÓN LAVADORAS DE CAMARÓN EMBALAJE DE CAJAS MASTER DESCABEZADO PELADO DECORADO PESADORES DE CAMARÓN RECEPTORES DE CAMARÓN CÁMARA DE FRÍO Y DEMÁS LABORES PROPIOS DE LA INDUSTRIA,E2,EN EL SECTOR DE INDUSTRIALIZACIÓN DE CAMARÓN (EMPACADORAS),468.83
ec_520000000046,520000000046,TRABAJADORES DE PRODUCCIÓN ENVASADORAS - EMPACADORAS - AYUDANTE PESADORAS INCLUYE ENVASADORAS DE POUCH VIDRIO Y OTROS EMPAQUES LIMPIADORA DE PESCADO LAVA BANDEJAS PASADORES DE COCHES REVISADORAS DE SANGRE PONCHADORES SELLADORES REVISADORAS DE RALLADO Y DEMÁS LABORES PROPIOS DE LA INDUSTRIA,E2,EN EL SECTOR DE LA INDUSTRIALIZACIÓN DE PESCADO Y OTROS PRODUCTOS MARINOS Y ACUÍCOLAS,468.83
ec_504154901251,504154901251,JEFE DE DPTOS. ADMINISTRATIVOS PROPIOS DE LA INDUSTRIA,B1,INDUSTRIALIZACIÓN DEL CAFÉ,482.61
ec_504154901252,504154901252,JEFE DE DPTOS. TÉCNICOS PROPIOS DE LA INDUSTRIA,B1,INDUSTRIALIZACIÓN DEL CAFÉ,482.61
ec_520000000026,520000000026,SUPERVISORES TÉCNICOS DE CONTROL DE CALIDAD LABORATORIO MANTENIMIENTO PLANTA PRODUCCIÓN / PROCESOS Y DEMÁS SECCIONES PROPIAS DE LA INDUSTRIA,B2,INDUSTRIALIZACIÓN DEL CAFÉ,481.46
ec_520000000061,520000000061,ELECTRICISTA MECÁNICO DE EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,INDUSTRIALIZACIÓN DEL CAFÉ,478.02
ec_504154901258,504154901258,OPERADORES TÉCNICOS DE CALDERO ENVASE EVAPORADOR EXTRACCIÓN LIOFILIZADO SPRAY TOSTADOR MOLINO Y DEMÁS EQUIPOS ESPECIALIZADOS PROPIOS DE LA INDUSTRIA,C2,INDUSTRIALIZACIÓN DEL CAFÉ,478.02
ec_504154901266,504154901266,AYUDANTE DE CONTROL DE CALIDAD LABORATORIO MANTENIMIENTO PLANTA PRODUCCIÓN / PROCESOS Y DEMÁS SECCIONES PROPIAS DE LA INDUSTRIA,D2,INDUSTRIALIZACIÓN DEL CAFÉ,473.43
ec_504154901270,504154901270,TRABAJADORES DE PRODUCCIÓN MANTENIMIENTO EMBALAJE Y DEMÁS LABORES PROPIOS DE LA INDUSTRIA,E2,INDUSTRIALIZACIÓN DEL CAFÉ,468.83
ec_1720000008001,1720000008001,POR EL MOVIMIENTO DE CUBIERTA  INCLUSIVE LA TAPADA O DESTAPADA DE LAS BOCAS DE ESCOTILLA DE LA NAVE Y SIEMPRE QUE LA CUADRILLA EMPLEE MÁS DE CINCO HOMBRES EN EL TRABAJO DE CADA EMBARQUE (DIURNA),E2,,5.7491
